id,response,response_nofill,item,item_nofill,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,SemDis_factor
1559,open a car window,open car window,Key,key,0.82873,0.9391,0.9684200000000001,0.95727,0.6112500000000001,0.86095,-0.06068
1559,self defense,self defense,Key,key,0.90444,1.11954,1.00879,0.97466,1.25756,1.053,0.04921
1559,necklace/jewelry,necklace jewelry,Key,key,0.90697,1.12082,0.98701,1.05909,0.99437,1.01365,0.04685
1347,Unlock a door,unlock door,Key,key,0.97084,1.01924,1.03137,0.99621,1.18833,1.0412,0.05537
1347,pick a lock,pick lock,Key,key,0.98719,0.95544,1.0691,1.01741,1.16302,1.03843,0.05732
1347,scratch your back,scratch back,Key,key,0.89828,1.06628,1.0585,0.94893,1.31359,1.05712,0.04514
1347,open a bottle,open bottle,Key,key,0.93197,0.95475,0.97522,1.0997,1.30966,1.05426,0.02605
1347,stab a hole in a can,stab hole can,Key,key,0.99458,1.02603,0.97285,0.98917,0.64864,0.92625,0.03164
1347,use as a weapon if someone is attacking you unexpectedly/selfdefense,use weapon someone attacking unexpectedly selfdefense,Key,key,0.85646,0.98637,0.94137,1.05686,0.72404,0.91302,-0.02866
1347,medium of exchange,medium exchange,Key,key,0.98629,1.00345,1.0185,1.01079,1.24602,1.05301,0.0575
1347,worn on a necklace,worn necklace,Key,key,1.0129,1.09802,1.0487899999999999,1.10113,0.99825,1.05182,0.10377
1347,given as a gift to someone you love and trust,given gift someone love trust,Key,key,0.86487,0.95195,0.95668,0.94828,0.61175,0.86671,-0.0479
1417,unlockhouse,unlockhouse,Key,key,NA,NA,NA,NA,NA,NaN,NA
1417,necklace,necklace,Key,key,0.7106,0.75221,0.96685,0.97429,1.02333,0.88546,-0.13863
1417,key someone's car,key someone car,Key,key,0.59718,0.86968,0.89264,0.92942,0.60519,0.77882,-0.19139
1417,weapon,weapon,Key,key,0.73773,0.8221499999999999,0.87279,0.92126,0.7133700000000001,0.81346,-0.15281
1547,get into a house,get house,Key,key,0.90768,1.07112,1.02456,1.06297,1.34696,1.08266,0.05661
1547,open a package by cutting the tape,open package cutting tape,Key,key,0.97982,0.94183,0.95796,0.99513,1.38265,1.05148,0.02521
1547,getting into a mail box,getting mail box,Key,key,0.98522,1.01069,0.95352,0.97511,0.6223099999999999,0.90937,0.01618
1547,readn,readn,Key,key,NA,NA,NA,NA,NA,NaN,NA
1563,to unlock a door,unlock door,Key,key,0.97084,1.01924,1.03137,0.99621,1.18833,1.0412,0.05537
1563,to open a can,open can,Key,key,0.97317,0.96006,1.00385,0.82679,1.3820999999999999,1.02919,0.01803
1563,to scratch a car,scratch car,Key,key,0.93806,1.17188,1.01228,1.08085,1.30564,1.10174,0.0918
1507,scratching off a lottery ticket,scratching lottery ticket,Key,key,0.94052,0.92551,1.00184,0.9386,0.94205,0.9497,-0.00393
1507,unlocking a door,unlocking door,Key,key,1.05836,1.10277,1.05395,0.98252,0.97266,1.03405,0.10758
1507,creating a necklace,creating necklace,Key,key,0.95265,1.06084,1.02181,1.03386,1.18358,1.05055,0.06126
1622,door opening,door opening,Key,key,0.91287,0.9915,1.01402,1.05442,1.29812,1.05419,0.03251
1622,music,music,Key,key,0.83154,0.94839,0.95753,0.90333,0.85143,0.89844,-0.05923
1622,heart,heart,Key,key,0.7944100000000001,1.00128,0.89744,1.02258,0.77992,0.89913,-0.06303
1622,answer,answer,Key,key,0.79444,0.88084,0.93831,0.92662,0.7285900000000001,0.85376,-0.09706
1366,unlock/lock doors,unlock lock doors,Key,key,0.63148,0.68361,0.8280000000000001,0.80626,0.7385999999999999,0.73759,-0.25529
1366,mail opener,mail opener,Key,key,1.03006,1.06129,0.97446,1.01206,1.18743,1.05306,0.07542
1413,unlock something,unlock something,Key,key,0.98354,0.95552,1.11094,0.92334,1.2132,1.03731,0.05678
1413,use for self defense,use self defense,Key,key,0.95479,0.9616,0.94384,0.91427,0.62163,0.87923,-0.01861
1413,use to scratch off exlotto ticket,use scratch exlotto ticket,Key,key,0.92923,0.84584,0.93829,1.02441,0.67736,0.88303,-0.04363
1413,cut something,cut something,Key,key,1.01791,0.98149,1.04075,1.05736,1.35588,1.09068,0.07959
1413,etch something,etch something,Key,key,0.95006,0.92982,0.94761,0.95492,0.7170000000000001,0.89988,-0.01918
1500,open door,open door,Key,key,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,0.04663
1500,use the tip to screw a nail for glasses,use tip screw nail glasses,Key,key,0.9295100000000001,0.94371,0.90502,0.90938,1.02121,0.94177,-0.03088
1500,open the packaging of a box,open packaging box,Key,key,0.88808,0.96465,0.913,1.08639,0.82848,0.93612,-0.02261
1453,open doors,open doors,Key,key,0.93745,1.04888,1.07998,1.03097,1.29673,1.0788,0.07149
1453,open packages,open packages,Key,key,1.18489,1.00102,0.99327,1.02182,1.37089,1.11438,0.13145
1453,cut things,cut things,Key,key,1.06248,0.99683,1.04683,0.98863,1.35691,1.09034,0.09337
1514,unlock a door,unlock door,Key,key,0.97084,1.01924,1.03137,0.99621,1.18833,1.0412,0.05537
1514,necklace,necklace,Key,key,0.7106,0.75221,0.96685,0.97429,1.02333,0.88546,-0.13863
1514,as a tool to cut something,tool cut something,Key,key,0.98919,0.98267,0.94617,0.98178,0.62373,0.90471,0.00939
1514,a weapon,weapon,Key,key,0.73773,0.8221499999999999,0.87279,0.92126,0.7133700000000001,0.81346,-0.15281
1514,start a car,start car,Key,key,0.96241,1.13452,1.06537,0.99276,1.3410199999999999,1.09922,0.09566
1514,art,art,Key,key,0.90722,0.92676,0.9504,1.04332,0.86407,0.93835,-0.01931
1449,unlock a lock,unlock lock,Key,key,0.94762,0.9626,1.0279,1.06521,1.07227,1.01512,0.03606
1449,cut tape from a package,cut tape package,Key,key,0.98994,1.06426,0.98107,1.10106,0.62601,0.95247,0.05566
1449,weapon,weapon,Key,key,0.73773,0.8221499999999999,0.87279,0.92126,0.7133700000000001,0.81346,-0.15281
1449,unwedge things,unwedge things,Key,key,0.85924,0.9515,0.98265,0.94916,0.7074199999999999,0.88999,-0.03986
1449,clean small spaces,clean small spaces,Key,key,0.9039,1.04846,0.93236,0.9715,0.6411,0.89946,-0.01074
1506,open lock,open lock,Key,key,0.98004,0.97918,1.01782,1.05755,1.13969,1.03486,0.05122
1506,close lock,close lock,Key,key,0.95504,0.96295,1.02008,1.09507,1.23325,1.05328,0.04603
1506,turn on engine,turn engine,Key,key,0.96507,1.1272199999999999,0.97097,1.10457,1.3462399999999999,1.10281,0.08382
1506,turn off engine,turn engine,Key,key,0.96507,1.1272199999999999,0.97097,1.10457,1.3462399999999999,1.10281,0.08382
1551,open a door,open door,Key,key,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,0.04663
1551,bridge a gap in a circuit,bridge gap circuit,Key,key,0.98576,0.96783,1.05924,0.97332,0.66976,0.93118,0.03535
1551,bookmark in a book,bookmark book,Key,key,0.96609,1.19806,1.05643,1.00156,0.88597,1.02162,0.09716
1551,etch something into a hard surface,etch something hard surface,Key,key,0.98525,1.1076,1.01877,0.97894,0.75351,0.96881,0.06367
1511,unlocking a door,unlocking door,Key,key,1.05836,1.10277,1.05395,0.98252,0.97266,1.03405,0.10758
1511,stabbing someone,stabbing someone,Key,key,1.05041,0.94046,0.99296,1.05827,1.11196,1.03081,0.06056
1511,cutting something,cutting something,Key,key,1.0207,1.01908,0.99416,1.05908,1.39668,1.09794,0.07928
1511,using as a bottle opener,using bottle opener,Key,key,0.95514,0.95615000000000006,0.84856,1.06141,0.80172,0.9246,-0.02076
1513,unlock doors,unlock doors,Key,key,0.97133,0.98636,1.05782,1.0973,1.17398,1.05736,0.06685
1513,blueprint for same key,blueprint key,Key,key,1.05419,1.0742,0.98357000000000006,1.02799,1.21301,1.07059,0.09334
1513,open wine bottle,open wine bottle,Key,key,0.85982,0.80281,0.86134,1.03739,0.61405,0.83508,-0.10251
1513,open boxes,open boxes,Key,key,1.1008,0.97601,0.94637,1.20154,1.3466,1.11426,0.10259
1513,unlock car,unlock car,Key,key,0.93763,1.08221,1.0399,1.05968,1.1999,1.06386,0.06981
1518,unlock things,unlock things,Key,key,1.07288,0.99364,1.12976,0.94477,1.23652,1.07551,0.10938
1518,cut things,cut things,Key,key,1.06248,0.99683,1.04683,0.98863,1.35691,1.09034,0.09337
1518,melt down,melt,Key,key,0.85202,0.98486,0.9807,1.01538,1.03874,0.97434,-0.01508
1518,making music,making music,Key,key,0.94026,1.04798,0.93508,0.93868,1.30795,1.03399,0.02148
1518,scratch a car,scratch car,Key,key,0.93806,1.17188,1.01228,1.08085,1.30564,1.10174,0.0918
1518,draw,draw,Key,key,0.88655,0.94395,0.8979,1.11561,0.74316,0.91743,-0.03165
1450,unlock doors,unlock doors,Key,key,0.97133,0.98636,1.05782,1.0973,1.17398,1.05736,0.06685
1450,shotgun a beer,shotgun beer,Key,key,0.84555,1.0248,0.97828,1.0889,1.11393,1.01029,0.00407
1363,hide it break it,hide break,Key,key,0.95053,1.03794,1.02209,0.88495,1.25452,1.03001,0.03771
1461,unlock stuff,unlock stuff,Key,key,0.97659,0.96409,1.00555,1.03665,1.17032,1.03064,0.04099
1461,used as a magnet,used magnet,Key,key,1.00589,1.00744,1.04302,0.9517100000000001,1.29272,1.06016,0.06657
1461,used to scratch off lottery tickets,used scratch lottery tickets,Key,key,1.01492,1.08288,0.9684,1.0608,1.28845,1.08309,0.08318
1461,made into earrings,made earrings,Key,key,1.01847,0.88228,1.04791,0.99657,1.00615,0.99028,0.03681
1461,used for protection and close combat,used protection close combat,Key,key,0.94615,1.14211,0.96541,0.88645,1.38411,1.06485,0.05197
1461,used to reflect sun and start a fire,used reflect sun start fire,Key,key,0.94826,0.91459,0.94485,0.96436,0.64149,0.88271,-0.02581
1461,starting cars,starting cars,Key,key,0.98526,1.10445,0.99778,0.98578,1.3447200000000001,1.0836,0.07753
1330,open a door,open door,Key,key,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,0.04663
1330,jewelry,jewelry,Key,key,0.7568,0.84099,0.98246,0.96132,0.92771,0.89386,-0.09869
1330,define list of things for reference,define list things reference,Key,key,0.95232000000000006,1.12354,1.0466,1.02601,1.37314,1.10432,0.08924
1497,unlock a door,unlock door,Key,key,0.97084,1.01924,1.03137,0.99621,1.18833,1.0412,0.05537
1497,open a package,open package,Key,key,1.06608,0.9557599999999999,0.96769,1.06026,1.31037,1.07203,0.07043
1497,damage a car,damage car,Key,key,1.06676,1.03827,0.94478,1.00556,1.34629,1.08033,0.07985
1407,can be used as jewelry,can used jewelry,Key,key,0.9091400000000001,0.99044,1.06253,0.9527,0.6132299999999999,0.90561,0.00826
1425,open door,open door,Key,key,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,0.04663
1425,open packages,open packages,Key,key,1.18489,1.00102,0.99327,1.02182,1.37089,1.11438,0.13145
1425,carve a hole,carve hole,Key,key,0.97329,1.05016,1.06136,1.01133,0.98496,1.01622,0.06766
1425,open a bottle,open bottle,Key,key,0.93197,0.95475,0.97522,1.0997,1.30966,1.05426,0.02605
1425,lock a d,lock,Key,key,0.44455999999999996,0.49129,0.85121,0.587,0.7452099999999999,0.62385,-0.39809
1464,open a lock,open lock,Key,key,0.98004,0.97918,1.01782,1.05755,1.13969,1.03486,0.05122
1464,open a can,open can,Key,key,0.97317,0.96006,1.00385,0.82679,1.3820999999999999,1.02919,0.01803
1464,cut a box,cut box,Key,key,1.01321,0.97103,1.02316,1.03577,1.28909,1.06645,0.06534
1464,scratch off,scratch,Key,key,0.88508,0.84497,0.96835,0.96899,1.02517,0.93851,-0.048280000000000003
1543,unlock things,unlock things,Key,key,1.07288,0.99364,1.12976,0.94477,1.23652,1.07551,0.10938
1543,melt and turn into a ring,melt turn ring,Key,key,0.8555699999999999,0.87696,0.93228,0.9607600000000001,0.71943,0.869,-0.07223
1543,self defense stab in eye,self defense stab eye,Key,key,1.0182,1.0058,1.0333,0.9607600000000001,1.34975,1.07356,0.07126
1543,throwing it at someone to get their attention,throwing someone get attention,Key,key,1.04948,1.04086,1.00519,1.09096,1.31938,1.10117,0.10045
1543,use the tpi as a screwdriver,use tpi screwdriver,Key,key,0.97014,1.11863,0.95118,0.95622,0.7328600000000001,0.94581,0.0388
1543,tie to rope and turn into mace like weapon,tie rope turn mace like weapon,Key,key,0.96942,1.0486,1.03037,1.09655,1.11005,1.051,0.07251
1598,open things,open things,Key,key,1.05861,0.95856,0.96189,1.07973,1.36155,1.08407,0.070930000000000007
1598,cut,cut,Key,key,0.86263,1.02596,0.9332,1.05456,0.65837,0.90694,-0.02077
1598,poke holes,poke holes,Key,key,0.98634,1.00779,0.95931,1.08462,0.94537,0.99669,0.04223
1334,door,door,Key,key,0.55162,0.6078600000000001,0.87463,0.81323,0.7073,0.71093,-0.2928
1334,cut,cut,Key,key,0.86263,1.02596,0.9332,1.05456,0.65837,0.90694,-0.02077
1334,jam,jam,Key,key,0.8786700000000001,0.93194,1.01806,1.06992,0.92205,0.96413,-0.00519
1362,open a door,open door,Key,key,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,0.04663
1362,wear as a necklace,wear necklace,Key,key,1.01794,1.04838,1.03689,1.12456,1.02828,1.05121,0.09369
1362,help open cans,help open cans,Key,key,0.89442,0.94504,0.91309,0.91011,0.75673,0.88388,-0.05037
1362,identify a door,identify door,Key,key,0.90417,1.1058,1.08886,0.91842,1.40053,1.08356,0.06472
1352,open a door,open door,Key,key,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,0.04663
1352,wear as a necklace,wear necklace,Key,key,1.01794,1.04838,1.03689,1.12456,1.02828,1.05121,0.09369
1352,scratch off a lottery ticket,scratch lottery ticket,Key,key,0.9046,0.87444,0.98228,1.02006,0.73906,0.90409,-0.03227
1352,key someone's car,key someone car,Key,key,0.59718,0.86968,0.89264,0.92942,0.60519,0.77882,-0.19139
1367,to open doors,open doors,Key,key,0.93745,1.04888,1.07998,1.03097,1.29673,1.0788,0.07149
1367,to open mail/boxes,open mail boxes,Key,key,0.85968,0.89244,0.89233,1.06189,0.6247199999999999,0.86621,-0.06755
1367,to scratch,scratch,Key,key,0.88508,0.84497,0.96835,0.96899,1.02517,0.93851,-0.048280000000000003
1367,to shotgun a beer,shotgun beer,Key,key,0.84555,1.0248,0.97828,1.0889,1.11393,1.01029,0.00407
1367,to use as a weapon,use weapon,Key,key,0.97347,0.94773,1.06912,1.00945,1.37937,1.07583,0.05619
1621,unlock door,unlock door,Key,key,0.97084,1.01924,1.03137,0.99621,1.18833,1.0412,0.05537
1621,break a window,break window,Key,key,0.98718,1.03396,0.98777,0.985,1.29883,1.05855,0.05577
1621,reach in small space,reach small space,Key,key,0.92247,0.98299,0.92494,1.0014,0.61629,0.88962,-0.01948
1621,open a package with it,open package,Key,key,1.06608,0.9557599999999999,0.96769,1.06026,1.31037,1.07203,0.07043
1466,unlock a door,unlock door,Key,key,0.97084,1.01924,1.03137,0.99621,1.18833,1.0412,0.05537
1466,open a package,open package,Key,key,1.06608,0.9557599999999999,0.96769,1.06026,1.31037,1.07203,0.07043
1587,unlock somehting,unlock somehting,Key,key,0.48355000000000004,0.95212,1.03105,0.69992,0.73108,0.77954,-0.20155
1587,open a package,open package,Key,key,1.06608,0.9557599999999999,0.96769,1.06026,1.31037,1.07203,0.07043
1587,start a car,start car,Key,key,0.96241,1.13452,1.06537,0.99276,1.3410199999999999,1.09922,0.09566
1587,defend yourself,defend,Key,key,0.93833,0.95789,1.01582,0.93466,0.77139,0.92362,0.00124
1587,use in persuasion,use persuasion,Key,key,0.91649,0.99421,1.04737,0.97542,1.21074,1.02885,0.03054
1587,probably eat with it,probably eat,Key,key,0.94736,1.06445,1.02649,0.90765,1.31538,1.05227,0.04946
1587,sounds like a sleigh bell with other keys,sounds like sleigh bell keys,Key,key,0.89856,1.00286,1.01169,1.05381,0.74054,0.94149,0.0109
1587,fashion,fashion,Key,key,0.94036,0.97279,1.01153,1.00508,0.87113,0.96018,0.01708
1527,enter things,enter things,Key,key,0.99314,0.99187,1.01994,1.0087,1.32701,1.06813,0.05992
1527,scratch off lottery ticket,scratch lottery ticket,Key,key,0.9046,0.87444,0.98228,1.02006,0.73906,0.90409,-0.03227
1527,break tape,break tape,Key,key,0.87692,1.03424,1.04058,1.07063,1.35195,1.07486,0.04086
1372,Open a package or letter,open package letter,Key,key,0.90756,0.91431,1.00293,0.99215,0.59546,0.88248,-0.02361
1372,scratch a lottery ticket,scratch lottery ticket,Key,key,0.9046,0.87444,0.98228,1.02006,0.73906,0.90409,-0.03227
1372,mark a food box with your initials,mark food box initials,Key,key,0.97993,1.02101,1.01725,0.98023,0.86243,0.97217,0.04267
1525,use on a lock,use lock,Key,key,0.97902,1.05279,1.03015,0.99266,1.35203,1.08133,0.07174
1525,use to cut open packaging,use cut open packaging,Key,key,0.987,0.99553,0.96162,1.13737,1.31312,1.07893,0.05888
1525,clean your fingernails,clean fingernails,Key,key,0.91321,0.93106,1.01758,1.0783,1.1178,1.01159,0.01518
